Frequency,Uncertainty,A,Intensity,Molecule,Isotopologue,Dataset,"E""",g',"g""",J',"J""",QN',"QN"""
  754.638113,    0.000031,6.8149E-02,1.2022E-22,H2O,1H2-16O,POKAZATEL, 1255.166516,    57,    51,      9,      8,  8  1  0  0  0  B1                               ,  5  4  0  0  0  B2                               
  754.864597,    0.000062,7.5155E+00,5.7370E-27,H2O,1H2-16O,POKAZATEL, 4183.387387,    31,    29,     15,     14,  5 11  0  1  0  A2                               ,  2 12  0  1  0  A1                               
  755.323202,    0.000006,4.1934E-04,2.6193E-29,H2O,1H2-16O,POKAZATEL, 3139.475522,    17,    19,      8,      9,  0  8  0  2  0  A1                               ,  5  5  0  1  0  A2                               
  755.475444,    0.000005,4.3288E-01,3.3867E-25,H2O,1H2-16O,POKAZATEL, 2904.427809,    69,    63,     11,     10,  5  6  0  1  0  B2                               ,  2  9  0  1  0  B1                               
  755.981754,    0.000152,3.8136E+00,2.1260E-23,H2O,1H2-16O,POKAZATEL, 2327.882531,    31,    29,     15,     14,  4 12  0  0  0  A1                               ,  1 13  0  0  0  A2                               
  756.364136,    0.000138,4.5215E-02,1.1367E-29,H2O,1H2-16O,POKAZATEL, 4427.225172,    33,    33,     16,     16, 12  4  0  0  0  A1                               ,  9  7  0  0  0  A2                               
  756.469998,    0.000045,4.5207E-02,3.4103E-29,H2O,1H2-16O,POKAZATEL, 4427.119317,    99,    99,     16,     16, 12  5  0  0  0  B1                               ,  9  8  0  0  0  B2                               
  756.766384,    0.000199,5.3809E+00,2.4503E-29,H2O,1H2-16O,POKAZATEL, 5236.430833,    29,    27,     14,     13,  3 11  0  2  0  A2                               ,  2 12  0  2  0  A1                               
  756.774989,    0.000062,1.5030E-01,2.9629E-28,H2O,1H2-16O,POKAZATEL, 4184.830061,    81,    87,     13,     14,  0 13  0  2  0  B1                               ,  3 12  0  1  0  B2                               
  756.821221,    0.000076,3.0660E-02,3.7595E-26,H2O,1H2-16O,POKAZATEL, 2872.273105,    93,    93,     15,     15,  7  8  0  0  0  B2                               ,  2 13  0  0  0  B1                               
  757.045621,    0.000046,3.2544E-03,1.0312E-26,H2O,1H2-16O,POKAZATEL, 2629.332949,    75,    81,     12,     13,  2 11  0  1  0  B1                               ,  5  8  0  0  0  B2                               
  757.126365,    0.000041,1.4505E-02,2.3932E-29,H2O,1H2-16O,POKAZATEL, 3959.251918,    23,    25,     11,     12,  2 10  0  2  0  A1                               ,  5  7  0  1  0  A2                               
  757.305431,    0.000040,6.5382E-03,1.4121E-28,H2O,1H2-16O,POKAZATEL, 3685.406600,    81,    87,     13,     14,  6  7  0  1  0  B1                               ,  9  6  0  0  0  B2                               
  757.573788,    0.000023,4.6698E-03,1.6404E-29,H2O,1H2-16O,POKAZATEL, 3967.488147,    51,    45,      8,      7,  2  6  0  0  1  B2                               ,  2  5  0  2  0  B1                               
  758.234404,    0.000128,1.5174E-01,1.0003E-28,H2O,1H2-16O,POKAZATEL, 4183.387387,    27,    29,     13,     14,  1 13  0  2  0  A2                               ,  2 12  0  1  0  A1                               
  759.166733,    0.000004,2.4639E-03,1.5754E-26,H2O,1H2-16O,POKAZATEL, 2146.263564,    15,    13,      7,      6,  6  2  0  1  0  A1                               ,  1  5  0  1  0  A2                               
  760.351107,    0.000079,1.7897E-02,2.1094E-28,H2O,1H2-16O,POKAZATEL, 3824.996325,    87,    93,     14,     15,  5 10  0  1  0  B2                               ,  8  7  0  0  0  B1                               
  760.417996,    0.000004,6.6874E-01,2.3054E-25,H2O,1H2-16O,POKAZATEL, 3072.725913,    69,    63,     11,     10,  6  5  0  1  0  B1                               ,  3  8  0  1  0  B2                               
  760.423284,    0.000065,4.0815E-04,1.5395E-24,H2O,1H2-16O,POKAZATEL, 1114.549359,    63,    63,     10,     10,  6  5  0  0  0  B1                               ,  1 10  0  0  0  B2                               
  760.548463,    0.000003,5.4401E-04,4.9390E-27,H2O,1H2-16O,POKAZATEL, 2142.596649,    21,    23,     10,     11,  1  9  0  1  0  A2                               ,  6  6  0  0  0  A1                               
  760.711039,    0.000004,6.6680E-04,1.0647E-24,H2O,1H2-16O,POKAZATEL, 1293.633702,    63,    63,     10,     10,  7  4  0  0  0  B2                               ,  2  9  0  0  0  B1                               
  761.471711,    0.000006,7.0298E+00,1.5209E-24,H2O,1H2-16O,POKAZATEL, 3244.599300,    99,    93,     16,     15,  7 10  0  0  0  B2                               ,  4 11  0  0  0  B1                               
  761.569900,    0.000039,5.0071E-01,1.6948E-28,H2O,1H2-16O,POKAZATEL, 4268.240140,    21,    19,     10,      9,  5  5  0  2  0  A2                               ,  2  8  0  2  0  A1                               
  761.742353,    0.000074,1.9106E+00,5.8561E-29,H2O,1H2-16O,POKAZATEL, 5034.386455,    75,    69,     12,     11,  6  7  0  2  0  B1                               ,  3  8  0  2  0  B2                               
  761.792354,    0.000047,9.8361E-06,3.3264E-29,H2O,1H2-16O,POKAZATEL, 2629.332949,    81,    81,     13,     13,  0 13  0  1  0  B1                               ,  5  8  0  0  0  B2                               
  761.930250,    0.000004,1.5401E-01,1.9143E-25,H2O,1H2-16O,POKAZATEL, 2764.697125,    57,    51,      9,      8,  7  2  0  1  0  B2                               ,  4  5  0  1  0  B1                               
  763.457025,    0.000003,2.2836E-04,1.9613E-27,H2O,1H2-16O,POKAZATEL, 2337.666543,    51,    51,      8,      8,  6  3  0  1  0  B1                               ,  1  8  0  1  0  B2                               
  763.968067,    0.000065,1.3276E-06,2.1620E-28,H2O,1H2-16O,POKAZATEL, 1557.843570,    23,    25,     11,     12,  7  5  0  0  0  A2                               ,  0 12  0  0  0  A1                               
  764.052835,    0.000004,8.6568E-05,3.2290E-27,H2O,1H2-16O,POKAZATEL, 2054.344741,    57,    63,      9,     10,  2  7  0  1  0  B1                               ,  7  4  0  0  0  B2                               
  766.195295,    0.000038,3.2411E-03,1.7610E-29,H2O,1H2-16O,POKAZATEL, 3895.252702,    57,    51,      9,      8,  1  9  0  0  1  B1                               ,  1  8  0  2  0  B2                               
  766.471686,    0.000020,7.6980E-08,4.6170E-29,H2O,1H2-16O,POKAZATEL, 1394.814078,    39,    45,      6,      7,  2  5  0  1  0  B1                               ,  7  0  0  0  0  B2                               
  766.736381,    0.000045,1.6371E+01,1.3840E-26,H2O,1H2-16O,POKAZATEL, 4432.856800,   117,   111,     19,     18,  6 13  0  0  0  B1                               ,  5 14  0  0  0  B2                               
  766.781877,    0.000068,2.9855E-02,2.5113E-28,H2O,1H2-16O,POKAZATEL, 3877.087538,    81,    81,     13,     13,  7  6  0  1  0  B2                               ,  2 11  0  1  0  B1                               
  766.955828,    0.000070,2.2299E-02,6.6152E-28,H2O,1H2-16O,POKAZATEL, 3629.094326,    87,    93,     14,     15,  4 11  0  1  0  B1                               ,  7  8  0  0  0  B2                               
  767.214354,    0.000352,1.1106E-03,1.2724E-29,H2O,1H2-16O,POKAZATEL, 3583.372365,    27,    27,     13,     13, 13  1  0  0  0  A2                               , 10  4  0  0  0  A1                               
  767.216118,    0.000352,1.1106E-03,3.8171E-29,H2O,1H2-16O,POKAZATEL, 3583.370595,    81,    81,     13,     13, 13  0  0  0  0  B2                               , 10  3  0  0  0  B1                               
  767.263760,    0.000122,6.9926E+00,8.8924E-24,H2O,1H2-16O,POKAZATEL, 2872.273105,    99,    93,     16,     15,  5 12  0  0  0  B2                               ,  2 13  0  0  0  B1                               
  767.534619,    0.000025,7.8478E-02,8.7583E-29,H2O,1H2-16O,POKAZATEL, 4224.586354,    57,    51,      9,      8,  4  5  1  0  0  B1                               ,  3  6  0  2  0  B2                               
  768.493657,    0.000031,7.9046E-03,4.6296E-29,H2O,1H2-16O,POKAZATEL, 3600.052322,    15,    13,      7,      6,  5  3  0  2  0  A2                               ,  0  6  0  2  0  A1                               
  768.941958,    0.000004,2.5550E-04,1.6538E-23,H2O,1H2-16O,POKAZATEL,  447.252347,    45,    39,      7,      6,  6  1  0  0  0  B1                               ,  1  6  0  0  0  B2                               
  769.448090,    0.000003,3.0166E-06,6.3719E-28,H2O,1H2-16O,POKAZATEL, 1411.641750,    15,    17,      7,      8,  1  7  0  1  0  A2                               ,  6  2  0  0  0  A1                               
  770.075049,    0.000008,7.4260E-01,3.2974E-23,H2O,1H2-16O,POKAZATEL, 1843.028746,    25,    23,     12,     11,  7  5  0  0  0  A2                               ,  4  8  0  0  0  A1                               
  770.285264,    0.000174,4.5921E-02,1.2859E-27,H2O,1H2-16O,POKAZATEL, 3437.275042,    33,    33,     16,     16,  8  8  0  0  0  A1                               ,  3 13  0  0  0  A2                               
  771.201553,    0.000033,2.6151E-06,1.3358E-28,H2O,1H2-16O,POKAZATEL, 2042.309826,    75,    81,     12,     13,  8  5  0  0  0  B1                               ,  1 12  0  0  0  B2                               
  771.587171,    0.000321,7.8454E-04,3.4576E-29,H2O,1H2-16O,POKAZATEL, 3266.763746,    23,    25,     11,     12,  7  5  0  1  0  A2                               , 10  2  0  0  0  A1                               
  771.639701,    0.000321,7.8511E-04,1.0379E-28,H2O,1H2-16O,POKAZATEL, 3266.762954,    69,    75,     11,     12,  7  4  0  1  0  B2                               , 10  3  0  0  0  B1                               
  771.744685,    0.000024,2.1306E-01,2.3531E-28,H2O,1H2-16O,POKAZATEL, 4224.586354,    57,    51,      9,      8,  6  3  0  2  0  B1                               ,  3  6  0  2  0  B2                               
  771.889133,    0.000043,2.3925E-01,1.7921E-28,H2O,1H2-16O,POKAZATEL, 4432.856800,   105,   111,     17,     18,  2 15  0  1  0  B1                               ,  5 14  0  0  0  B2                               
  771.944723,    0.000004,2.9853E-01,1.3019E-25,H2O,1H2-16O,POKAZATEL, 2998.765970,    63,    57,     10,      9,  7  4  0  1  0  B2                               ,  4  5  0  1  0  B1                               
  772.572531,    0.000077,8.3024E+00,1.3639E-27,H2O,1H2-16O,POKAZATEL, 4507.521408,    33,    31,     16,     15,  4 12  0  1  0  A1                               ,  3 13  0  1  0  A2                               
  773.296515,    0.000006,4.6550E-06,4.4845E-29,H2O,1H2-16O,POKAZATEL, 2142.596649,    23,    23,     11,     11,  1 11  0  1  0  A2                               ,  6  6  0  0  0  A1                               
  773.557217,    0.000048,1.0562E-02,5.2724E-26,H2O,1H2-16O,POKAZATEL, 2327.882531,    29,    29,     14,     14,  6  8  0  0  0  A1                               ,  1 13  0  0  0  A2                               
  773.579529,    0.000005,2.3394E-05,7.7014E-29,H2O,1H2-16O,POKAZATEL, 2612.799041,    75,    75,     12,     12,  2 11  0  1  0  B1                               ,  7  6  0  0  0  B2                               
  774.612186,    0.000448,1.9126E-01,1.2822E-29,H2O,1H2-16O,POKAZATEL, 4738.620008,    41,    41,     20,     20,  5 15  0  0  0  A2                               ,  2 18  0  0  0  A1                               
  775.329332,    0.000439,4.3373E-03,3.0883E-29,H2O,1H2-16O,POKAZATEL, 3922.329382,    87,    87,     14,     14, 13  2  0  0  0  B2                               , 10  5  0  0  0  B1                               
  775.329466,    0.000439,4.3373E-03,1.0294E-29,H2O,1H2-16O,POKAZATEL, 3922.329248,    29,    29,     14,     14, 13  1  0  0  0  A2                               , 10  4  0  0  0  A1                               
  775.502429,    0.000121,4.2395E-03,4.0914E-28,H2O,1H2-16O,POKAZATEL, 3347.781971,    75,    81,     12,     13,  6  7  0  1  0  B1                               ,  9  4  0  0  0  B2                               
  775.549126,    0.000030,2.5623E-01,5.1559E-23,H2O,1H2-16O,POKAZATEL, 1525.134907,    25,    23,     12,     11,  5  7  0  0  0  A2                               ,  2 10  0  0  0  A1                               
  776.330304,    0.000123,2.7004E-02,3.0841E-26,H2O,1H2-16O,POKAZATEL, 2660.944738,    33,    33,     16,     16,  3 13  0  0  0  A2                               ,  0 16  0  0  0  A1                               
  776.880092,    0.000006,2.8244E-04,1.2949E-29,H2O,1H2-16O,POKAZATEL, 3289.242308,    27,    21,      4,      3,  2  2  0  0  1  B2                               ,  0  3  0  2  0  B1                               
  776.986095,    0.000002,1.5502E-01,9.8529E-23,H2O,1H2-16O,POKAZATEL, 1477.297167,    63,    57,     10,      9,  8  3  0  0  0  B1                               ,  5  4  0  0  0  B2                               
  777.817811,    0.000121,4.3412E-03,1.3886E-28,H2O,1H2-16O,POKAZATEL, 3347.780255,    25,    27,     12,     13,  6  6  0  1  0  A1                               ,  9  5  0  0  0  A2                               
  777.824242,    0.000181,2.4791E-01,6.2690E-29,H2O,1H2-16O,POKAZATEL, 4427.162139,    35,    37,     17,     18,  3 15  0  1  0  A2                               ,  4 14  0  0  0  A1                               
  777.935262,    0.000047,1.4253E-01,1.1054E-29,H2O,1H2-16O,POKAZATEL, 4902.611482,   105,   105,     17,     17,  4 13  0  1  0  B1                               ,  1 16  0  1  0  B2                               
  778.212421,    0.000007,1.1706E-04,2.1977E-29,H2O,1H2-16O,POKAZATEL, 3101.123568,    45,    51,      7,      8,  1  6  0  2  0  B2                               ,  6  3  0  1  0  B1                               
  778.279668,    0.000022,1.3446E-02,1.5121E-27,H2O,1H2-16O,POKAZATEL, 3101.439748,    27,    29,     13,     14,  3 11  0  1  0  A2                               ,  6  8  0  0  0  A1                               
  778.326262,    0.000009,3.1101E-06,1.0929E-29,H2O,1H2-16O,POKAZATEL, 2612.799041,    81,    75,     13,     12,  0 13  0  1  0  B1                               ,  7  6  0  0  0  B2                               
  778.361282,    0.000096,2.7030E-02,9.2151E-26,H2O,1H2-16O,POKAZATEL, 2660.943956,    99,    99,     16,     16,  4 13  0  0  0  B1                               ,  1 16  0  0  0  B2                               
  778.911612,    0.000010,3.1568E-05,3.9171E-29,H2O,1H2-16O,POKAZATEL, 2813.511379,    75,    75,     12,     12,  3 10  0  1  0  B2                               ,  8  5  0  0  0  B1                               
  779.303761,    0.000002,1.5505E-01,3.3028E-23,H2O,1H2-16O,POKAZATEL, 1474.980198,    21,    19,     10,      9,  8  2  0  0  0  A1                               ,  5  5  0  0  0  A2                               
